団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
012181,北海道,赤平市,0.18,98.1,13.1,43.3,95.2,8464
012190,北海道,紋別市,0.34,79.0,9.3,-,94.8,19760
012203,北海道,士別市,0.25,96.9,13.9,92.6,97.5,16440
012211,北海道,名寄市,0.27,97.2,9.9,21.8,99.9,24742
012220,北海道,三笠市,0.19,94.0,11.9,26.0,97.4,7268
012238,北海道,根室市,0.34,89.3,8.6,-,98.7,22468
012246,北海道,千歳市,0.71,88.8,7.0,-,97.2,97355
012254,北海道,滝川市,0.39,90.4,6.5,1.4,98.0,36515
012262,北海道,砂川市,0.30,89.2,6.9,41.5,99.3,15231
012271,北海道,歌志内市,0.11,98.6,7.9,-,94.4,2584
012289,北海道,深川市,0.26,85.8,15.8,118.3,97.7,18329
012297,北海道,富良野市,0.36,91.2,8.8,26.1,99.3,19624
012301,北海道,登別市,0.47,97.9,9.6,37.4,96.3,43615
012319,北海道,恵庭市,0.59,96.4,7.7,-,97.7,70446
012335,北海道,伊達市,0.38,91.8,5.4,-,99.0,31208
012343,北海道,北広島市,0.62,96.7,7.5,90.7,99.1,56495
012351,北海道,石狩市,0.55,94.3,6.5,46.6,96.9,57143
012360,北海道,北斗市,0.48,90.0,5.5,-,97.5,42810
013030,北海道,当別町,0.37,93.9,9.1,35.8,97.6,15113
013048,北海道,新篠津村,0.18,90.5,4.9,0.8,98.5,2730
013315,北海道,松前町,0.18,87.3,7.4,15.4,96.6,5818
013323,北海道,福島町,0.21,84.4,9.4,31.7,97.0,3378
013331,北海道,知内町,0.27,80.0,8.0,-,98.3,3783
013340,北海道,木古内町,0.20,90.0,15.0,47.7,99.4,3528
013374,北海道,七飯町,0.45,88.8,7.0,2.2,98.0,27139
013439,北海道,鹿部町,0.23,82.8,4.4,-,95.3,3508
013455,北海道,森町,0.32,87.5,8.8,-,98.1,13582
013463,北海道,八雲町,0.30,86.3,8.2,-,95.9,14514
013471,北海道,長万部町,0.23,86.2,9.0,37.9,96.3,4696
013617,北海道,江差町,0.25,96.8,11.9,49.0,95.5,6607
013625,北海道,上ノ国町,0.16,88.9,10.5,-,97.6,4133
013633,北海道,厚沢部町,0.16,78.7,7.2,-,93.7,3269
013641,北海道,乙部町,0.14,69.5,7.0,-,95.1,3107
013676,北海道,奥尻町,0.13,91.2,8.2,62.1,93.8,2138
013706,北海道,今金町,0.19,79.0,8.6,-,96.3,4444
013714,北海道,せたな町,0.17,87.6,8.3,-,95.1,6730
013919,北海道,島牧村,0.08,91.3,6.5,16.3,97.2,1246
013927,北海道,寿都町,0.15,81.9,14.3,-,99.0,2629
013935,北海道,黒松内町,0.14,83.8,12.3,13.4,95.2,2446
013943,北海道,蘭越町,0.19,83.0,10.8,-,95.2,4501
013951,北海道,ニセコ町,0.30,83.1,4.2,30.0,95.1,5551
013960,北海道,真狩村,0.16,87.2,8.8,31.2,95.0,1938
013978,北海道,留寿都村,0.25,82.3,9.7,26.3,97.9,2018
013986,北海道,喜茂別町,0.18,84.8,9.1,56.9,95.8,1928
013994,北海道,京極町,0.59,77.8,8.1,-,96.8,2776
014001,北海道,倶知安町,0.70,86.1,8.1,27.0,96.2,17120
014010,北海道,共和町,0.23,89.4,9.1,-,97.0,5364
014028,北海道,岩内町,0.30,93.7,11.7,71.0,96.2,10913
014036,北海道,泊村,1.39,52.8,2.2,-,95.1,1420
014044,北海道,神恵内村,0.10,84.2,3.5,92.4,99.8,740
014052,北海道,積丹町,0.11,89.6,9.7,9.2,99.6,1702
014061,北海道,古平町,0.12,78.8,8.4,-,95.0,2589
014079,北海道,仁木町,0.17,82.4,9.2,-,96.9,3051
014087,北海道,余市町,0.34,88.2,4.9,-,97.9,16954
014095,北海道,赤井川村,0.24,96.7,5.0,-,97.9,1492
014231,北海道,南幌町,0.28,90.9,12.4,128.3,96.5,7933
014249,北海道,奈井江町,0.24,85.0,8.6,71.1,93.7,4704
014257,北海道,上砂川町,0.11,91.1,5.5,-,94.3,2360
014273,北海道,由仁町,0.22,86.7,13.6,23.1,95.9,4527
014281,北海道,長沼町,0.30,82.1,10.2,14.1,97.1,9937
014290,北海道,栗山町,0.29,95.9,6.4,59.1,96.7,10653
014303,北海道,月形町,0.15,88.4,4.4,-,98.0,2732
014311,北海道,浦臼町,0.14,83.3,14.2,-,95.4,1577
014320,北海道,新十津川町,0.18,79.5,6.9,-,97.2,6229
014338,北海道,妹背牛町,0.16,77.8,6.6,-,98.4,2565
014346,北海道,秩父別町,0.15,90.4,6.3,-,98.7,2182
014362,北海道,雨竜町,0.15,86.8,6.4,-,97.5,2044
014371,北海道,北竜町,0.12,90.7,11.2,-,99.0,1593
014389,北海道,沼田町,0.15,84.6,0.2,-,93.0,2798
014524,北海道,鷹栖町,0.27,88.0,6.7,-,97.9,6463
014532,北海道,東神楽町,0.36,78.5,8.3,44.0,97.9,9775
014541,北海道,当麻町,0.20,80.6,8.0,34.2,96.1,6054
014559,北海道,比布町,0.17,91.9,6.9,9.0,96.4,3425
014567,北海道,愛別町,0.15,93.4,7.8,-,96.3,2418
014575,北海道,上川町,0.15,85.0,9.7,66.2,101.4,3085
014583,北海道,東川町,0.24,78.2,7.1,3.8,97.8,8673
014591,北海道,美瑛町,0.22,86.8,13.6,17.8,99.7,9283
014605,北海道,上富良野町,0.30,88.3,9.0,79.1,99.0,9706
014613,北海道,中富良野町,0.22,81.3,5.1,16.5,94.4,4486
014621,北海道,南富良野町,0.13,83.3,10.4,5.9,95.9,2236
014630,北海道,占冠村,0.26,91.5,7.2,38.3,99.7,1590
014648,北海道,和寒町,0.16,81.8,6.6,-,97.5,2807
014656,北海道,剣淵町,0.15,90.4,7.1,-,100.2,2728
014681,北海道,下川町,0.15,87.5,7.2,8.5,95.6,2836
014699,北海道,美深町,0.15,78.9,5.6,-,95.8,3681
014702,北海道,音威子府村,0.10,92.7,7.4,2.9,98.2,601
014711,北海道,中川町,0.12,91.1,13.4,13.6,97.4,1269
014729,北海道,幌加内町,0.10,87.3,5.5,-,97.0,1222
014818,北海道,増毛町,0.15,75.6,4.8,-,95.2,3620
014826,北海道,小平町,0.14,81.7,9.4,-,95.4,2664
014834,北海道,苫前町,0.15,78.6,9.1,-,95.0,2666
014842,北海道,羽幌町,0.20,86.9,9.3,-,95.1,5945
014851,北海道,初山別村,0.11,82.2,7.7,-,94.6,1005
014869,北海道,遠別町,0.13,81.0,9.0,-,95.8,2258
014877,北海道,天塩町,0.17,89.9,7.2,8.7,97.2,2642
015113,北海道,猿払村,0.23,94.4,11.4,48.5,95.8,2589
015121,北海道,浜頓別町,0.20,96.9,10.9,47.7,98.0,3221
015130,北海道,中頓別町,0.11,63.5,▲ 0.3,-,93.1,1472
015148,北海道,枝幸町,0.22,82.3,9.2,-,95.8,7199
015164,北海道,豊富町,0.25,65.6,10.1,-,97.2,3515
015172,北海道,礼文町,0.12,74.4,10.2,-,94.8,2183
015181,北海道,利尻町,0.11,80.8,14.1,81.8,96.4,1830
015199,北海道,利尻富士町,0.12,78.4,12.8,-,96.0,2151
015202,北海道,幌延町,0.24,82.6,4.5,-,96.4,2042
015431,北海道,美幌町,0.36,86.6,7.9,-,96.9,17329
015440,北海道,津別町,0.20,86.6,5.4,-,98.0,3970
015458,北海道,斜里町,0.33,89.9,10.8,34.2,96.0,10513
015466,北海道,清里町,0.18,85.3,9.1,-,94.9,3622
015474,北海道,小清水町,0.21,82.2,9.8,60.5,98.0,4342
015491,北海道,訓子府町,0.22,75.7,8.5,-,96.1,4448
015504,北海道,置戸町,0.14,71.0,9.4,-,97.8,2543
015521,北海道,佐呂間町,0.25,77.6,7.1,-,98.0,4646
015555,北海道,遠軽町,0.26,89.7,12.0,33.8,96.0,17646
015598,北海道,湧別町,0.27,78.6,9.0,-,96.0,7901
015601,北海道,滝上町,0.12,86.6,7.4,-,93.0,2208
015610,北海道,興部町,0.23,78.7,7.9,-,97.8,3495
015628,北海道,西興部村,0.10,88.0,10.5,-,95.7,956
015636,北海道,雄武町,0.21,73.8,7.9,-,97.0,4033
015644,北海道,大空町,0.25,90.1,9.7,2.0,96.5,6441
015717,北海道,豊浦町,0.16,92.0,13.5,0.5,98.1,3491
015750,北海道,壮瞥町,0.19,84.2,8.2,-,96.1,2313
015784,北海道,白老町,0.38,89.8,10.2,2.1,98.3,15095
015814,北海道,厚真町,0.37,89.1,12.8,-,99.3,4227
015849,北海道,洞爺湖町,0.26,87.5,10.4,19.6,97.4,7906
015857,北海道,安平町,0.43,83.1,11.4,27.9,97.1,7214
015865,北海道,むかわ町,0.23,88.2,8.3,20.2,98.9,7221
016012,北海道,日高町,0.25,93.1,14.5,58.4,96.4,10904
016021,北海道,平取町,0.17,80.4,9.3,44.8,96.7,4435
016047,北海道,新冠町,0.23,84.5,8.4,-,95.8,5011
016071,北海道,浦河町,0.29,83.8,9.7,20.5,96.5,11231
016080,北海道,様似町,0.17,83.9,10.9,28.3,96.0,3777
016098,北海道,えりも町,0.18,98.4,8.2,-,96.0,4060
016101,北海道,新ひだか町,0.34,92.8,10.9,25.8,96.3,20229
016314,北海道,音更町,0.50,90.1,11.4,29.7,97.9,42683
016322,北海道,士幌町,0.30,88.0,8.8,-,97.6,5690
016331,北海道,上士幌町,0.24,88.2,9.3,-,98.1,4758
016349,北海道,鹿追町,0.25,81.8,10.1,-,98.3,4928
016357,北海道,新得町,0.24,80.6,7.8,-,98.8,5503
016365,北海道,清水町,0.32,88.5,9.4,-,98.6,8755
016373,北海道,芽室町,0.48,89.9,9.2,66.8,97.5,17773
016381,北海道,中札内村,0.28,88.1,5.6,-,95.6,3823
016390,北海道,更別村,0.25,71.5,5.2,-,99.0,3084
016411,北海道,大樹町,0.25,86.7,10.0,1.6,96.5,5266
016420,北海道,広尾町,0.23,89.7,12.7,19.2,96.8,5880
016438,北海道,幕別町,0.36,87.0,10.0,75.1,98.1,25269
016446,北海道,池田町,0.22,87.2,12.1,-,97.7,5906
016454,北海道,豊頃町,0.21,84.7,9.1,-,98.1,2878
016462,北海道,本別町,0.26,91.1,12.2,30.1,96.7,6046
016471,北海道,足寄町,0.20,92.0,11.5,-,97.2,5952
016489,北海道,陸別町,0.17,77.4,11.4,-,96.2,2120
016497,北海道,浦幌町,0.20,90.8,10.5,-,97.5,4108
016616,北海道,釧路町,0.50,94.2,8.4,32.9,96.8,18380
016624,北海道,厚岸町,0.23,92.1,10.1,60.1,97.1,8195
016632,北海道,浜中町,0.21,87.8,11.3,47.8,98.2,5246
016641,北海道,標茶町,0.23,93.9,10.1,74.9,96.3,6836
016659,北海道,弟子屈町,0.23,89.9,14.1,-,97.4,6432
016675,北海道,鶴居村,0.19,84.7,6.5,-,98.3,2432
016683,北海道,白糠町,0.24,84.4,10.2,-,96.2,7003
016918,北海道,別海町,0.31,92.7,11.1,-,96.5,13964
016926,北海道,中標津町,0.42,91.9,12.7,87.5,95.0,22257
016934,北海道,標津町,0.21,90.3,8.8,18.4,95.3,4798
016942,北海道,羅臼町,0.22,85.3,8.2,-,96.6,4267
022012,青森県,青森市,0.55,92.4,10.9,81.6,96.2,263512
022021,青森県,弘前市,0.49,94.0,6.9,49.0,94.0,159488
022039,青森県,八戸市,0.63,92.7,9.2,99.7,97.5,215080
022047,青森県,黒石市,0.37,89.4,10.5,20.1,93.5,30428
022055,青森県,五所川原市,0.33,94.6,8.7,75.5,96.9,49811
022063,青森県,十和田市,0.44,93.6,12.3,26.2,96.4,57361
022071,青森県,三沢市,0.51,93.1,8.6,72.1,94.8,37380
022080,青森県,むつ市,0.36,97.5,13.8,128.3,97.4,51606
022098,青森県,つがる市,0.25,94.7,12.9,98.7,96.1,28806
022101,青森県,平川市,0.30,94.0,8.0,-,97.6,29353
023019,青森県,平内町,0.24,79.5,10.9,69.4,97.8,9730
023035,青森県,今別町,0.21,78.3,7.4,-,100.7,2096
023043,青森県,蓬田村,0.19,86.4,6.6,-,98.1,2434
023078,青森県,外ヶ浜町,0.18,87.9,8.9,-,97.2,4996
023213,青森県,鰺ケ沢町,0.22,94.1,13.3,134.1,92.8,8505
023230,青森県,深浦町,0.18,93.4,9.6,30.3,94.6,6803
023434,青森県,西目屋村,0.12,85.3,9.5,-,91.9,1210
023612,青森県,藤崎町,0.30,86.7,12.4,25.9,93.7,14300
023621,青森県,大鰐町,0.22,99.3,12.3,61.5,90.0,8231
023671,青森県,田舎館村,0.26,86.1,8.8,-,94.2,7239
023817,青森県,板柳町,0.27,92.1,10.7,-,93.6,12198
023841,青森県,鶴田町,0.27,93.9,13.6,103.1,95.3,11540
023876,青森県,中泊町,0.23,95.0,10.1,45.0,94.9,9417
024015,青森県,野辺地町,0.37,93.0,6.4,11.6,95.7,11855
024023,青森県,七戸町,0.37,84.6,3.5,-,96.8,14014
024058,青森県,六戸町,0.41,84.0,7.7,8.4,95.6,10551
024066,青森県,横浜町,0.31,93.0,5.8,-,98.8,4048
024082,青森県,東北町,0.31,91.7,12.9,83.7,97.2,16005
024112,青森県,六ケ所村,1.68,93.6,3.2,-,101.2,9628
024121,青森県,おいらせ町,0.46,93.3,9.3,-,95.3,25182
024236,青森県,大間町,0.27,80.1,11.7,42.0,98.8,4649
024244,青森県,東通村,0.54,72.1,13.0,-,95.8,5553
024252,青森県,風間浦村,0.10,94.4,12.1,-,93.8,1554
024261,青森県,佐井村,0.12,85.8,5.6,-,94.4,1628
024414,青森県,三戸町,0.25,93.4,9.6,-,94.0,8767
024422,青森県,五戸町,0.27,88.1,9.4,-,95.0,15285
024431,青森県,田子町,0.21,89.1,5.6,10.3,92.3,4718
024457,青森県,南部町,0.30,84.9,8.4,-,93.2,16185
024465,青森県,階上町,0.35,87.2,10.1,-,96.4,12562
024503,青森県,新郷村,0.16,83.5,5.8,-,92.2,2059
032018,岩手県,盛岡市,0.70,96.4,10.0,83.0,98.4,277423
032026,岩手県,宮古市,0.36,94.9,10.4,10.5,95.8,45632
032034,岩手県,大船渡市,0.44,95.8,13.3,76.3,96.3,32059
032051,岩手県,花巻市,0.47,90.7,9.2,50.6,96.7,89867
032069,岩手県,北上市,0.95,93.8,7.2,61.4,98.8,91090
032077,岩手県,久慈市,0.40,93.2,10.8,86.7,95.9,31216
032085,岩手県,遠野市,0.33,93.1,10.5,40.0,96.7,23930
032093,岩手県,一関市,0.37,94.1,9.1,43.1,97.4,105505
032107,岩手県,陸前高田市,0.32,92.1,11.6,-,95.5,17226
032115,岩手県,釜石市,0.49,99.0,10.2,-,97.3,28934
032131,岩手県,二戸市,0.37,95.8,12.5,54.5,97.4,24157
032140,岩手県,八幡平市,0.31,94.2,13.8,21.6,96.8,23179
032158,岩手県,奥州市,0.44,96.2,15.2,28.1,98.3,107798
032166,岩手県,滝沢市,0.57,89.2,6.2,32.1,96.4,54413
033014,岩手県,雫石町,0.38,99.6,9.0,-,96.8,14995
033022,岩手県,葛巻町,0.17,90.5,7.1,7.4,96.1,5293
033031,岩手県,岩手町,0.33,92.2,8.0,37.7,92.1,11542
033219,岩手県,紫波町,0.46,93.9,14.0,71.8,95.0,32684
033227,岩手県,矢巾町,0.66,95.1,15.3,47.5,96.0,26160
033669,岩手県,西和賀町,0.14,91.8,15.9,43.5,96.1,4659
033812,岩手県,金ケ崎町,0.64,84.3,10.9,-,98.5,15119
034029,岩手県,平泉町,0.31,96.6,10.4,72.7,98.3,6734
034410,岩手県,住田町,0.22,81.2,6.6,-,94.0,4681
034614,岩手県,大槌町,0.28,96.1,8.5,-,95.8,10492
034827,岩手県,山田町,0.31,95.9,4.8,-,97.6,13854
034835,岩手県,岩泉町,0.16,90.2,12.4,-,96.9,7843
034843,岩手県,田野畑村,0.15,92.5,10.5,-,88.8,2888
034851,岩手県,普代村,0.14,98.5,9.0,-,93.9,2293
035017,岩手県,軽米町,0.35,92.9,10.6,20.5,92.5,7907
035033,岩手県,野田村,0.20,90.1,6.2,-,90.6,3901
035068,岩手県,九戸村,0.20,90.5,8.7,-,93.4,5084
035076,岩手県,洋野町,0.26,94.5,11.4,1.1,92.6,14739
035246,岩手県,一戸町,0.34,94.8,5.4,14.9,95.6,10603
041009,宮城県,仙台市,0.87,98.8,4.9,44.6,102.3,1064142
042021,宮城県,石巻市,0.53,99.8,6.2,-,97.3,132447
042030,宮城県,塩竈市,0.52,98.5,4.6,-,96.5,51726
042056,宮城県,気仙沼市,0.45,102.2,8.1,-,98.5,56300
042064,宮城県,白石市,0.50,92.8,5.5,-,97.9,30569
042072,宮城県,名取市,0.80,101.8,1.9,-,97.4,79792
042081,宮城県,角田市,0.50,95.3,11.0,-,96.5,26469
042099,宮城県,多賀城市,0.69,101.4,3.8,-,94.9,61628
042111,宮城県,岩沼市,0.80,103.2,0.3,-,96.2,43137
042129,宮城県,登米市,0.36,97.9,7.8,60.3,93.7,71919
042137,宮城県,栗原市,0.32,100.8,8.0,29.8,94.3,60518
042145,宮城県,東松島市,0.45,93.7,8.6,11.9,96.3,37875
042153,宮城県,大崎市,0.49,97.0,7.9,79.3,98.2,122035
042161,宮城県,富谷市,0.75,94.1,▲ 1.6,-,93.8,52452
043010,宮城県,蔵王町,0.43,96.6,4.7,-,98.1,10916
043028,宮城県,七ケ宿町,0.31,87.8,7.6,-,97.6,1213
043214,宮城県,大河原町,0.60,99.9,4.4,-,96.1,23297
043222,宮城県,村田町,0.42,91.9,11.4,40.1,96.4,9816
043231,宮城県,柴田町,0.59,94.5,6.7,54.4,98.1,36331
043249,宮城県,川崎町,0.32,94.3,6.1,-,97.4,7938
043419,宮城県,丸森町,0.31,93.5,8.5,-,89.3,11571
043613,宮城県,亘理町,0.57,95.8,5.0,-,95.3,32825
043621,宮城県,山元町,0.36,90.8,6.8,-,92.6,11427
044016,宮城県,松島町,0.45,95.3,7.6,6.7,94.9,12885
044041,宮城県,七ケ浜町,0.49,96.5,1.3,-,91.2,17553
044067,宮城県,利府町,0.78,93.4,7.1,47.7,96.7,35863
044211,宮城県,大和町,1.06,101.0,3.0,-,96.4,27861
044229,宮城県,大郷町,0.52,84.9,8.8,-,95.9,7480
044245,宮城県,大衡村,0.77,94.3,6.4,-,94.8,5539
044440,宮城県,色麻町,0.28,84.3,10.8,72.6,96.0,6103
044458,宮城県,加美町,0.35,90.1,7.0,20.7,94.6,20970
045012,宮城県,涌谷町,0.38,85.7,6.6,-,93.0,14249
045055,宮城県,美里町,0.42,89.9,7.9,46.1,96.4,22826
045811,宮城県,女川町,0.93,89.0,5.5,-,94.7,5810
046060,宮城県,南三陸町,0.29,99.7,10.8,-,93.0,11498
052019,秋田県,秋田市,0.65,94.0,9.4,119.3,98.1,293729
052027,秋田県,能代市,0.50,94.4,9.2,71.2,96.3,47247
052035,秋田県,横手市,0.33,97.4,8.6,17.4,97.0,80777
052043,秋田県,大館市,0.42,94.4,9.4,86.5,98.2,65492
052060,秋田県,男鹿市,0.34,96.7,8.3,36.2,95.5,23355
052078,秋田県,湯沢市,0.32,97.6,11.6,73.4,96.2,39484
052094,秋田県,鹿角市,0.32,93.3,8.4,30.4,95.9,27069
052108,秋田県,由利本荘市,0.35,93.7,12.2,103.0,96.7,70409
052116,秋田県,潟上市,0.35,99.7,6.3,26.9,94.3,31271
052124,秋田県,大仙市,0.35,91.1,11.3,70.5,98.4,73794
052132,秋田県,北秋田市,0.27,95.0,7.4,3.4,96.5,27834
052141,秋田県,にかほ市,0.36,94.5,8.0,50.0,95.0,22075
052159,秋田県,仙北市,0.27,97.5,8.9,75.8,97.5,22859
053031,秋田県,小坂町,0.38,93.4,12.7,33.7,93.8,4421
053279,秋田県,上小阿仁村,0.12,92.6,7.8,-,92.3,1869
053465,秋田県,藤里町,0.13,90.2,6.0,12.0,96.2,2746
053481,秋田県,三種町,0.25,89.9,6.6,-,96.2,14170
053490,秋田県,八峰町,0.18,92.1,7.1,-,95.0,6086
053619,秋田県,五城目町,0.24,90.1,8.4,48.2,95.7,7814
053635,秋田県,八郎潟町,0.24,79.2,10.0,-,91.9,5176
053660,秋田県,井川町,0.21,80.1,3.5,-,92.9,4157
053686,秋田県,大潟村,0.34,83.7,7.0,-,93.8,2945
054348,秋田県,美郷町,0.24,82.8,▲ 2.4,-,95.1,17444
054631,秋田県,羽後町,0.25,89.8,10.4,-,93.7,13036
054640,秋田県,東成瀬村,0.13,84.3,11.5,-,94.9,2334
062014,山形県,山形市,0.74,92.1,7.8,87.3,100.0,236164
062022,山形県,米沢市,0.59,97.0,9.5,43.8,99.4,74629
062031,山形県,鶴岡市,0.41,97.2,7.9,51.5,100.3,116731
062049,山形県,酒田市,0.48,98.0,9.4,9.6,99.1,93924
062057,山形県,新庄市,0.50,93.5,7.1,-,99.0,32362
062065,山形県,寒河江市,0.53,90.3,7.5,-,98.6,39417
062073,山形県,上山市,0.48,88.6,5.4,11.2,97.0,27584
062081,山形県,村山市,0.35,91.0,9.2,16.5,97.5,21299
062090,山形県,長井市,0.42,91.6,14.3,245.6,99.9,24420
062103,山形県,天童市,0.65,91.8,4.9,-,99.9,60204
062111,山形県,東根市,0.62,94.8,8.8,-,97.6,47631
062120,山形県,尾花沢市,0.28,90.1,10.3,22.8,97.1,13529
062138,山形県,南陽市,0.47,95.6,13.2,107.6,100.0,29070
063011,山形県,山辺町,0.38,91.7,9.5,-,98.3,13344
063029,山形県,中山町,0.35,91.5,10.9,16.5,99.2,10455
063215,山形県,河北町,0.44,93.5,9.5,14.4,96.6,16809
063223,山形県,西川町,0.22,85.5,11.2,-,99.1,4536
063231,山形県,朝日町,0.19,98.8,8.6,-,99.1,5782
063240,山形県,大江町,0.26,86.8,8.7,-,95.6,7062
063410,山形県,大石田町,0.22,93.1,10.7,2.4,97.9,5979
063614,山形県,金山町,0.19,92.8,9.2,-,98.2,4691
063622,山形県,最上町,0.22,91.6,11.2,25.0,100.4,7358
063631,山形県,舟形町,0.19,85.4,10.9,-,100.4,4662
063649,山形県,真室川町,0.21,90.3,6.4,-,98.5,6481
063657,山形県,大蔵村,0.15,85.9,10.5,-,99.9,2760
063665,山形県,鮭川村,0.17,86.7,5.5,-,100.0,3659
063673,山形県,戸沢村,0.16,79.5,13.5,44.0,101.3,3850
063819,山形県,高畠町,0.41,90.1,12.0,99.5,98.9,21306
063827,山形県,川西町,0.26,91.1,12.6,137.5,97.9,13385
064017,山形県,小国町,0.31,91.0,12.0,51.6,97.4,6537
064025,山形県,白鷹町,0.27,93.1,12.6,10.6,97.5,12222
064033,山形県,飯豊町,0.20,95.2,14.1,106.3,100.0,6203
064262,山形県,三川町,0.37,90.5,10.7,79.5,97.7,7009
064289,山形県,庄内町,0.31,95.9,11.0,17.0,95.6,19144
064611,山形県,遊佐町,0.29,84.4,11.6,40.7,97.4,12157
072010,福島県,福島市,0.75,94.3,4.5,-,101.0,264652
072028,福島県,会津若松市,0.62,90.0,5.2,38.8,100.5,110841
072036,福島県,郡山市,0.81,91.0,1.3,-,100.6,312433
072044,福島県,いわき市,0.78,94.8,7.1,-,100.2,303171
072052,福島県,白河市,0.62,91.0,8.3,48.4,98.6,57085
072079,福島県,須賀川市,0.56,101.2,5.6,75.0,100.2,72918
072087,福島県,喜多方市,0.37,97.1,6.9,76.1,100.9,43519
072095,福島県,相馬市,0.62,92.8,11.2,-,100.4,32261
072109,福島県,二本松市,0.46,98.0,9.4,27.1,98.5,50358
072117,福島県,田村市,0.35,89.4,8.8,-,95.3,32982
072125,福島県,南相馬市,0.64,94.0,8.4,-,95.5,55774
072133,福島県,伊達市,0.41,97.5,10.9,51.0,97.8,55997
072141,福島県,本宮市,0.65,93.8,5.4,66.9,99.9,29712
073016,福島県,桑折町,0.42,88.5,8.8,-,99.3,10951
073032,福島県,国見町,0.29,90.7,3.9,0.4,101.0,8095
073083,福島県,川俣町,0.33,92.6,4.4,-,99.0,11412
073229,福島県,大玉村,0.37,87.8,7.0,-,98.7,8817
073423,福島県,鏡石町,0.55,86.0,10.1,107.2,98.4,12356
073440,福島県,天栄村,0.30,81.9,8.3,-,99.0,5171
073628,福島県,下郷町,0.32,84.6,5.9,-,98.3,4792
073644,福島県,檜枝岐村,0.26,92.9,4.1,-,94.8,484
073679,福島県,只見町,0.21,86.0,5.0,-,98.0,3690
073687,福島県,南会津町,0.24,88.7,6.9,17.9,96.1,13349
074021,福島県,北塩原村,0.22,88.7,14.3,52.9,93.8,2394
074055,福島県,西会津町,0.19,90.1,11.5,65.4,98.4,5408
074071,福島県,磐梯町,0.30,91.3,11.1,81.1,96.2,3151
074080,福島県,猪苗代町,0.37,91.0,9.5,27.5,97.2,12552
074217,福島県,会津坂下町,0.38,87.6,9.0,12.2,98.8,14217
074225,福島県,湯川村,0.21,96.3,11.5,-,100.1,2980
074233,福島県,柳津町,0.18,84.3,6.9,-,97.4,2841
074446,福島県,三島町,0.13,109.0,15.6,5.5,97.0,1327
074454,福島県,金山町,0.24,80.7,5.0,-,98.2,1749
074462,福島県,昭和村,0.09,98.4,8.9,-,97.3,1085
074471,福島県,会津美里町,0.31,87.8,3.4,-,97.8,18117
074616,福島県,西郷村,1.06,74.0,3.4,-,100.0,20616
074641,福島県,泉崎村,0.52,84.8,6.4,-,94.7,6092
074659,福島県,中島村,0.29,87.2,7.6,2.8,97.3,4732
074667,福島県,矢吹町,0.60,86.1,10.4,65.1,98.3,16807
074811,福島県,棚倉町,0.52,75.4,10.4,-,98.0,12789
074829,福島県,矢祭町,0.37,96.7,4.0,-,97.0,5145
074837,福島県,塙町,0.28,93.4,11.7,34.3,98.4,7821
074845,福島県,鮫川村,0.18,83.7,5.9,-,99.8,2846
075019,福島県,石川町,0.41,87.0,6.3,21.9,100.1,13654
075027,福島県,玉川村,0.34,95.4,12.0,119.9,99.1,6050
075035,福島県,平田村,0.24,89.6,14.3,-,99.1,5352
075043,福島県,浅川町,0.31,90.4,7.5,17.0,99.3,5782
075051,福島県,古殿町,0.21,92.2,8.5,-,96.2,4517
075213,福島県,三春町,0.44,91.4,7.8,55.5,97.2,16080
075221,福島県,小野町,0.37,94.4,5.2,-,95.8,8864
075418,福島県,広野町,1.44,76.9,4.7,-,98.8,4531
075426,福島県,楢葉町,0.70,71.1,▲ 2.0,-,98.1,6409
075434,福島県,富岡町,0.64,79.8,▲ 0.3,-,98.3,11316
075442,福島県,川内村,0.28,92.0,6.4,-,96.9,2233
075451,福島県,大熊町,1.59,57.3,▲ 1.0,-,94.7,9944
075469,福島県,双葉町,0.73,57.4,2.0,-,93.3,5294
075477,福島県,浪江町,0.41,83.9,0.9,-,93.8,14632
075485,福島県,葛尾村,0.16,87.0,5.3,-,95.7,1216
075612,福島県,新地町,1.04,127.4,11.2,-,98.8,7445
075647,福島県,飯舘村,0.25,75.2,5.9,-,100.2,4506
082015,茨城県,水戸市,0.78,96.9,9.1,131.4,98.9,267467
082023,茨城県,日立市,0.77,97.9,1.9,-,98.3,163855
082031,茨城県,土浦市,0.81,95.2,6.4,2.1,96.0,141571
082040,茨城県,古河市,0.73,90.7,3.3,20.7,95.6,139812
082058,茨城県,石岡市,0.58,95.8,6.9,5.3,97.6,69937
082074,茨城県,結城市,0.69,94.8,7.9,31.2,97.9,49528
082082,茨城県,龍ケ崎市,0.71,92.6,4.4,-,97.9,74917
082104,茨城県,下妻市,0.68,95.4,7.7,69.5,96.0,42071
082112,茨城県,常総市,0.70,90.3,7.6,36.0,97.3,60596
082121,茨城県,常陸太田市,0.41,95.6,4.6,-,97.1,46390
082147,茨城県,高萩市,0.57,92.5,8.3,30.4,98.3,25769
082155,茨城県,北茨城市,0.68,97.9,12.9,102.2,97.0,40014
082163,茨城県,笠間市,0.59,91.3,5.9,-,96.0,72567
082171,茨城県,取手市,0.59,94.9,7.0,9.4,96.7,105872
082198,茨城県,牛久市,0.78,94.3,3.4,-,94.9,83820
